date,open,high,low,close,adj_close,volume,hub,ticker,source
2025-08-20,31.375,32.275001525878906,31.225000381469727,31.9060001373291,31.9060001373291,2632,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-21,32.244998931884766,33.39500045776367,32.01499938964844,33.17499923706055,33.17499923706055,1960,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-22,33.400001525878906,33.599998474121094,33.064998626708984,33.573001861572266,33.573001861572266,405,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-25,33.275001525878906,33.81999969482422,33.25,33.77399826049805,33.77399826049805,55,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-26,33.599998474121094,33.689998626708984,33.29999923706055,33.459999084472656,33.459999084472656,255,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-27,32.70000076293945,32.814998626708984,32.55099868774414,32.55099868774414,32.55099868774414,1268,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-28,31.274999618530273,31.55900001525879,31.274999618530273,31.55900001525879,31.55900001525879,1749,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-08-29,31.75,31.8700008392334,31.600000381469727,31.621999740600586,31.621999740600586,0,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-09-02,32.20000076293945,32.625,31.665000915527344,31.77199935913086,31.77199935913086,4132,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-09-03,31.524999618530273,32.36000061035156,31.420000076293945,32.11199951171875,32.11199951171875,3586,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-09-04,31.84000015258789,32.60499954223633,31.84000015258789,32.4119987487793,32.4119987487793,6645,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-09-05,32.52000045776367,32.70500183105469,31.90999984741211,31.9689998626709,31.9689998626709,6174,TTF,TTF=F,Yahoo Finance (via yfinance)
