test_hub,algo,round,train_hubs,clients_per_round,local_epochs,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied
LTU,fedavg,94,FIN|LVA-EST|TTF,3,5,0.001,,0.03333985963566485,0.026571592188827646,1.5146336544068415,1.208085217595101
LTU,fedavg,95,FIN|LVA-EST|TTF,3,5,0.001,,0.033017947615113244,0.026352823873759038,1.4997631918417236,1.1985994786856509
LTU,fedavg,96,FIN|LVA-EST|TTF,3,5,0.001,,0.033696264407128675,0.026581636213763728,1.5357186208958655,1.210339156493032
LTU,fedavg,97,FIN|LVA-EST|TTF,3,5,0.001,,0.03372326172790812,0.026675659971731186,1.536144059606991,1.2139761351891643
LTU,fedavg,98,FIN|LVA-EST|TTF,3,5,0.001,,0.033609993886235257,0.026678984472176846,1.5299088478994536,1.2136904935261315
LTU,fedavg,99,FIN|LVA-EST|TTF,3,5,0.001,,0.0337739136739846,0.026698090972284514,1.5377385618092134,1.2149082892578236
LTU,fedavg,100,FIN|LVA-EST|TTF,3,5,0.001,,0.03311032347685386,0.02611450122088266,1.503341690194467,1.1884308113907955
LVA-EST,fedavg,1,FIN|LTU|TTF,3,5,0.001,,0.30712482463919005,0.270688563237039,12.573159231813793,11.031686852418144
LVA-EST,fedavg,2,FIN|LTU|TTF,3,5,0.001,,0.24809811949790347,0.21194753876650416,10.421677778846034,8.909055869985245
LVA-EST,fedavg,3,FIN|LTU|TTF,3,5,0.001,,0.19600825561879434,0.1617861973705846,8.361395563267696,6.967280689324798
LVA-EST,fedavg,4,FIN|LTU|TTF,3,5,0.001,,0.15413776189490994,0.12046186263765336,6.604970359021456,5.258570058092989
LVA-EST,fedavg,5,FIN|LTU|TTF,3,5,0.001,,0.11964252212555863,0.08504212825811983,5.117368914849863,3.71193194463849
LVA-EST,fedavg,6,FIN|LTU|TTF,3,5,0.001,,0.09750954293853199,0.06742542648009539,4.217361971168076,3.000683561983807
LVA-EST,fedavg,7,FIN|LTU|TTF,3,5,0.001,,0.0837837761449741,0.05721363753525958,3.668654938011622,2.5756687354106322
LVA-EST,fedavg,8,FIN|LTU|TTF,3,5,0.001,,0.0725434167402457,0.05191169764971007,3.214972859656569,2.3606869415568887
LVA-EST,fedavg,9,FIN|LTU|TTF,3,5,0.001,,0.0631957211969188,0.04669770690640595,2.8270245272109693,2.134414036522651
LVA-EST,fedavg,10,FIN|LTU|TTF,3,5,0.001,,0.056224055095802944,0.04227649673301694,2.5374130637032937,1.939249951440712
LVA-EST,fedavg,11,FIN|LTU|TTF,3,5,0.001,,0.05072103094215591,0.03879648500728292,2.303178310580599,1.7780344728950792
LVA-EST,fedavg,12,FIN|LTU|TTF,3,5,0.001,,0.04697789005250763,0.036682299521936364,2.151833931649175,1.6875902606454385
LVA-EST,fedavg,13,FIN|LTU|TTF,3,5,0.001,,0.04320286328726113,0.033964105712145504,1.9790695012581774,1.5569344871414112
